date,time,azimuth,elevation,plot_x,plot_y
2025-08-15,15:15,62.53,36.46,0.6747,-0.3508
2025-08-15,15:30,66.19,34.38,0.6821,-0.3010
2025-08-15,15:45,69.72,32.24,0.6850,-0.2531
2025-08-15,16:00,73.12,30.05,0.6838,-0.2075
2025-08-15,16:15,76.41,27.82,0.6791,-0.1642
2025-08-15,16:30,79.60,25.56,0.6714,-0.1232
2025-08-15,16:45,82.72,23.28,0.6609,-0.0844
2025-08-15,17:00,85.77,20.98,0.6481,-0.0479
2025-08-15,17:15,88.77,18.68,0.6333,-0.0136
2025-08-15,17:30,91.72,16.37,0.6167,0.0185
2025-08-15,17:45,94.64,14.07,0.5985,0.0486
2025-08-15,18:00,97.54,11.77,0.5790,0.0766
2025-08-15,18:15,100.43,9.49,0.5584,0.1027
2025-08-15,18:30,103.31,7.23,0.5368,0.1270
2025-08-15,18:45,106.20,5.00,0.5144,0.1495
2025-08-15,19:00,109.11,2.80,0.4913,0.1702
2025-08-15,19:15,112.04,0.64,0.4677,0.1894
2025-08-15,19:30,115.00,-1.48,0.4436,0.2069
2025-08-15,19:45,118.01,-3.55,0.4191,0.2229
2025-08-15,20:00,121.05,-5.55,0.3944,0.2374
2025-08-15,20:15,124.15,-7.50,0.3695,0.2506
2025-08-15,20:30,127.30,-9.37,0.3445,0.2625
2025-08-15,20:45,130.52,-11.17,0.3194,0.2730
2025-08-15,21:00,133.81,-12.88,0.2944,0.2824
2025-08-15,21:15,137.16,-14.50,0.2695,0.2907
2025-08-15,21:30,140.59,-16.02,0.2448,0.2979
2025-08-15,21:45,144.10,-17.43,0.2202,0.3042
2025-08-15,22:00,147.68,-18.72,0.1958,0.3095
2025-08-15,22:15,151.33,-19.89,0.1717,0.3140
2025-08-15,22:30,155.05,-20.94,0.1478,0.3178
2025-08-15,22:45,158.84,-21.84,0.1242,0.3208
2025-08-15,23:00,162.69,-22.60,0.1008,0.3232
2025-08-15,23:15,166.58,-23.21,0.0775,0.3251
2025-08-15,23:30,170.52,-23.67,0.0545,0.3264
2025-08-15,23:45,174.49,-23.97,0.0316,0.3273
2025-08-16,00:00,178.52,-24.43,0.0084,0.3254
2025-08-16,00:15,182.52,-24.41,-0.0143,0.3253
2025-08-16,00:30,186.52,-24.23,-0.0371,0.3248
2025-08-16,00:45,190.49,-23.89,-0.0600,0.3239
2025-08-16,01:00,194.43,-23.39,-0.0830,0.3224
2025-08-16,01:15,198.33,-22.74,-0.1062,0.3205
2025-08-16,01:30,202.18,-21.94,-0.1296,0.3179
2025-08-16,01:45,205.96,-20.99,-0.1532,0.3147
2025-08-16,02:00,209.68,-19.92,-0.1771,0.3108
2025-08-16,02:15,213.32,-18.71,-0.2013,0.3061
2025-08-16,02:30,216.90,-17.38,-0.2256,0.3006
2025-08-16,02:45,220.39,-15.94,-0.2502,0.2941
2025-08-16,03:00,223.81,-14.39,-0.2750,0.2866
2025-08-16,03:15,227.16,-12.75,-0.2998,0.2781
2025-08-16,03:30,230.43,-11.01,-0.3248,0.2684
2025-08-16,03:45,233.64,-9.19,-0.3498,0.2575
2025-08-16,04:00,236.79,-7.29,-0.3747,0.2453
2025-08-16,04:15,239.88,-5.33,-0.3995,0.2318
2025-08-16,04:30,242.92,-3.30,-0.4242,0.2169
2025-08-16,04:45,245.91,-1.22,-0.4485,0.2005
2025-08-16,05:00,248.87,0.91,-0.4724,0.1826
2025-08-16,05:15,251.80,3.08,-0.4959,0.1631
2025-08-16,05:30,254.70,5.29,-0.5188,0.1419
2025-08-16,05:45,257.60,7.54,-0.5409,0.1190
2025-08-16,06:00,260.48,9.80,-0.5622,0.0942
2025-08-16,06:15,263.38,12.09,-0.5824,0.0676
2025-08-16,06:30,266.28,14.39,-0.6015,0.0391
2025-08-16,06:45,269.21,16.69,-0.6192,0.0085
2025-08-16,07:00,272.18,19.00,-0.6353,-0.0242
2025-08-16,07:15,275.19,21.31,-0.6495,-0.0590
2025-08-16,07:30,278.26,23.60,-0.6616,-0.0960
2025-08-16,07:45,281.39,25.87,-0.6713,-0.1353
2025-08-16,08:00,284.61,28.12,-0.6782,-0.1768
2025-08-16,08:15,287.93,30.34,-0.6819,-0.2206
2025-08-16,08:30,291.36,32.51,-0.6819,-0.2667
2025-08-16,08:45,294.92,34.64,-0.6778,-0.3149
2025-08-16,09:00,298.62,36.70,-0.6690,-0.3650
2025-08-16,09:15,302.48,38.69,-0.6549,-0.4169
2025-08-16,09:30,306.52,40.59,-0.6348,-0.4701
2025-08-16,09:45,310.75,42.39,-0.6082,-0.5240
2025-08-16,10:00,315.19,44.08,-0.5743,-0.5781
2025-08-16,10:15,319.84,45.64,-0.5328,-0.6312
2025-08-16,10:30,324.70,47.05,-0.4831,-0.6824
2025-08-16,10:45,329.79,48.30,-0.4252,-0.7303
2025-08-16,11:00,335.09,49.37,-0.3591,-0.7733
2025-08-16,11:15,340.58,50.24,-0.2856,-0.8100
2025-08-16,11:30,346.22,50.90,-0.2057,-0.8387
2025-08-16,11:45,351.99,51.34,-0.1208,-0.8582
2025-08-16,12:00,357.83,51.54,-0.0329,-0.8675
2025-08-16,12:15,3.69,51.51,0.0559,-0.8661
2025-08-16,12:30,9.52,51.25,0.1432,-0.8541
2025-08-16,12:45,15.26,50.75,0.2270,-0.8321
2025-08-16,13:00,20.87,50.04,0.3054,-0.8012
2025-08-16,13:15,26.31,49.11,0.3770,-0.7627
2025-08-16,13:30,31.55,47.99,0.4410,-0.7182
2025-08-16,13:45,36.58,46.70,0.4968,-0.6694
2025-08-16,14:00,41.39,45.25,0.5443,-0.6176
2025-08-16,14:15,45.99,43.65,0.5838,-0.5641
2025-08-16,14:30,50.37,41.93,0.6158,-0.5100
2025-08-16,14:45,54.55,40.10,0.6406,-0.4562
2025-08-16,15:00,58.54,38.18,0.6591,-0.4033
2025-08-16,15:15,62.36,36.17,0.6718,-0.3518
2025-08-16,15:30,66.02,34.09,0.6793,-0.3022
2025-08-16,15:45,69.54,31.95,0.6823,-0.2545
2025-08-16,16:00,72.94,29.77,0.6813,-0.2090
2025-08-16,16:15,76.23,27.54,0.6767,-0.1658
2025-08-16,16:30,79.43,25.28,0.6691,-0.1248
2025-08-16,16:45,82.55,23.00,0.6587,-0.0862
2025-08-16,17:00,85.60,20.71,0.6460,-0.0497
2025-08-16,17:15,88.60,18.40,0.6313,-0.0155
2025-08-16,17:30,91.55,16.09,0.6147,0.0166
2025-08-16,17:45,94.47,13.79,0.5967,0.0467
2025-08-16,18:00,97.38,11.49,0.5773,0.0747
2025-08-16,18:15,100.27,9.21,0.5567,0.1008
2025-08-16,18:30,103.15,6.95,0.5352,0.1251
2025-08-16,18:45,106.05,4.72,0.5129,0.1476
2025-08-16,19:00,108.96,2.52,0.4899,0.1683
2025-08-16,19:15,111.90,0.35,0.4663,0.1874
2025-08-16,19:30,114.86,-1.77,0.4422,0.2049
2025-08-16,19:45,117.87,-3.83,0.4178,0.2209
2025-08-16,20:00,120.92,-5.85,0.3931,0.2355
2025-08-16,20:15,124.02,-7.79,0.3683,0.2486
2025-08-16,20:30,127.19,-9.67,0.3433,0.2605
2025-08-16,20:45,130.41,-11.47,0.3183,0.2710
2025-08-16,21:00,133.71,-13.18,0.2934,0.2804
2025-08-16,21:15,137.07,-14.81,0.2685,0.2887
2025-08-16,21:30,140.51,-16.33,0.2438,0.2959
2025-08-16,21:45,144.02,-17.74,0.2193,0.3021
2025-08-16,22:00,147.62,-19.04,0.1950,0.3074
2025-08-16,22:15,151.28,-20.21,0.1709,0.3119
2025-08-16,22:30,155.01,-21.25,0.1471,0.3156
2025-08-16,22:45,158.82,-22.16,0.1235,0.3186
2025-08-16,23:00,162.68,-22.92,0.1001,0.3210
2025-08-16,23:15,166.59,-23.53,0.0770,0.3229
2025-08-16,23:30,170.54,-23.99,0.0540,0.3242
2025-08-16,23:45,174.52,-24.29,0.0312,0.3250
2025-08-17,00:00,178.57,-24.75,0.0081,0.3231
2025-08-17,00:15,182.59,-24.73,-0.0146,0.3231
2025-08-17,00:30,186.60,-24.54,-0.0373,0.3226
2025-08-17,00:45,190.59,-24.20,-0.0601,0.3216
2025-08-17,01:00,194.55,-23.69,-0.0831,0.3202
2025-08-17,01:15,198.46,-23.04,-0.1062,0.3182
2025-08-17,01:30,202.32,-22.23,-0.1295,0.3156
2025-08-17,01:45,206.11,-21.29,-0.1531,0.3124
2025-08-17,02:00,209.84,-20.20,-0.1770,0.3085
2025-08-17,02:15,213.49,-18.99,-0.2011,0.3038
2025-08-17,02:30,217.07,-17.66,-0.2254,0.2983
2025-08-17,02:45,220.58,-16.21,-0.2499,0.2918
2025-08-17,03:00,224.00,-14.66,-0.2746,0.2843
2025-08-17,03:15,227.36,-13.01,-0.2995,0.2758
2025-08-17,03:30,230.64,-11.26,-0.3244,0.2661
2025-08-17,03:45,233.85,-9.44,-0.3493,0.2552
2025-08-17,04:00,237.00,-7.54,-0.3742,0.2430
2025-08-17,04:15,240.10,-5.57,-0.3990,0.2294
2025-08-17,04:30,243.14,-3.54,-0.4235,0.2145
2025-08-17,04:45,246.14,-1.45,-0.4478,0.1981
2025-08-17,05:00,249.10,0.68,-0.4717,0.1801
2025-08-17,05:15,252.03,2.86,-0.4950,0.1606
2025-08-17,05:30,254.94,5.07,-0.5178,0.1393
2025-08-17,05:45,257.84,7.32,-0.5399,0.1164
2025-08-17,06:00,260.73,9.59,-0.5610,0.0916
2025-08-17,06:15,263.62,11.87,-0.5812,0.0649
2025-08-17,06:30,266.53,14.17,-0.6001,0.0363
2025-08-17,06:45,269.47,16.48,-0.6177,0.0057
2025-08-17,07:00,272.43,18.79,-0.6336,-0.0269
2025-08-17,07:15,275.45,21.09,-0.6477,-0.0618
2025-08-17,07:30,278.52,23.38,-0.6597,-0.0988
2025-08-17,07:45,281.66,25.66,-0.6692,-0.1381
2025-08-17,08:00,284.88,27.90,-0.6758,-0.1796
2025-08-17,08:15,288.20,30.11,-0.6793,-0.2234
2025-08-17,08:30,291.63,32.29,-0.6792,-0.2693
2025-08-17,08:45,295.19,34.40,-0.6748,-0.3174
2025-08-17,09:00,298.89,36.46,-0.6658,-0.3674
2025-08-17,09:15,302.76,38.44,-0.6514,-0.4191
2025-08-17,09:30,306.79,40.34,-0.6311,-0.4720
2025-08-17,09:45,311.02,42.14,-0.6043,-0.5257
2025-08-17,10:00,315.45,43.82,-0.5704,-0.5793
2025-08-17,10:15,320.09,45.37,-0.5287,-0.6321
2025-08-17,10:30,324.95,46.77,-0.4791,-0.6828
2025-08-17,10:45,330.02,48.02,-0.4212,-0.7302
2025-08-17,11:00,335.30,49.08,-0.3555,-0.7727
2025-08-17,11:15,340.76,49.94,-0.2823,-0.8089
2025-08-17,11:30,346.38,50.59,-0.2028,-0.8372
2025-08-17,11:45,352.12,51.02,-0.1186,-0.8563
2025-08-17,12:00,357.93,51.23,-0.0313,-0.8653
2025-08-17,12:15,3.75,51.19,0.0567,-0.8638
2025-08-17,12:30,9.55,50.92,0.1433,-0.8518
2025-08-17,12:45,15.26,50.43,0.2263,-0.8299
2025-08-17,13:00,20.83,49.71,0.3041,-0.7992
2025-08-17,13:15,26.25,48.79,0.3752,-0.7610
2025-08-17,13:30,31.47,47.68,0.4388,-0.7169
2025-08-17,13:45,36.48,46.39,0.4942,-0.6685
2025-08-17,14:00,41.27,44.94,0.5415,-0.6170
2025-08-17,14:15,45.85,43.35,0.5809,-0.5639
2025-08-17,14:30,50.22,41.63,0.6128,-0.5102
2025-08-17,14:45,54.39,39.80,0.6376,-0.4567
2025-08-17,15:00,58.38,37.88,0.6561,-0.4040
2025-08-17,15:15,62.19,35.87,0.6689,-0.3528
2025-08-17,15:30,65.85,33.80,0.6765,-0.3033
2025-08-17,15:45,69.37,31.66,0.6796,-0.2559
2025-08-17,16:00,72.77,29.48,0.6787,-0.2105
2025-08-17,16:15,76.06,27.26,0.6742,-0.1674
2025-08-17,16:30,79.26,25.00,0.6667,-0.1265
2025-08-17,16:45,82.37,22.72,0.6564,-0.0879
2025-08-17,17:00,85.43,20.43,0.6439,-0.0515
2025-08-17,17:15,88.43,18.12,0.6292,-0.0173
2025-08-17,17:30,91.38,15.81,0.6128,0.0148
2025-08-17,17:45,94.31,13.51,0.5948,0.0448
2025-08-17,18:00,97.21,11.21,0.5755,0.0728
2025-08-17,18:15,100.11,8.93,0.5550,0.0989
2025-08-17,18:30,103.00,6.67,0.5336,0.1232
2025-08-17,18:45,105.90,4.43,0.5113,0.1456
2025-08-17,19:00,108.81,2.23,0.4884,0.1664
2025-08-17,19:15,111.75,0.06,0.4648,0.1855
2025-08-17,19:30,114.72,-2.06,0.4408,0.2030
2025-08-17,19:45,117.73,-4.13,0.4165,0.2190
2025-08-17,20:00,120.79,-6.14,0.3918,0.2335
2025-08-17,20:15,123.90,-8.09,0.3670,0.2466
2025-08-17,20:30,127.07,-9.97,0.3421,0.2584
2025-08-17,20:45,130.30,-11.77,0.3172,0.2690
2025-08-17,21:00,133.60,-13.49,0.2923,0.2784
2025-08-17,21:15,136.98,-15.12,0.2675,0.2866
2025-08-17,21:30,140.43,-16.64,0.2428,0.2938
2025-08-17,21:45,143.95,-18.06,0.2183,0.3000
2025-08-17,22:00,147.55,-19.35,0.1941,0.3053
2025-08-17,22:15,151.23,-20.53,0.1701,0.3097
2025-08-17,22:30,154.98,-21.57,0.1463,0.3134
2025-08-17,22:45,158.79,-22.48,0.1228,0.3164
2025-08-17,23:00,162.67,-23.24,0.0995,0.3188
2025-08-17,23:15,166.59,-23.85,0.0764,0.3206
2025-08-17,23:30,170.56,-24.31,0.0535,0.3219
2025-08-17,23:45,174.56,-24.61,0.0308,0.3227
2025-08-18,00:00,178.62,-25.07,0.0077,0.3208
2025-08-18,00:15,182.66,-25.05,-0.0149,0.3207
2025-08-18,00:30,186.69,-24.86,-0.0375,0.3202
2025-08-18,00:45,190.69,-24.51,-0.0603,0.3193
2025-08-18,01:00,194.66,-24.00,-0.0831,0.3178
2025-08-18,01:15,198.59,-23.34,-0.1062,0.3159
2025-08-18,01:30,202.46,-22.53,-0.1295,0.3133
2025-08-18,01:45,206.26,-21.58,-0.1530,0.3101
2025-08-18,02:00,210.00,-20.49,-0.1768,0.3062
2025-08-18,02:15,213.67,-19.28,-0.2009,0.3015
2025-08-18,02:30,217.26,-17.94,-0.2251,0.2960
2025-08-18,02:45,220.77,-16.48,-0.2496,0.2895
2025-08-18,03:00,224.20,-14.92,-0.2743,0.2820
2025-08-18,03:15,227.56,-13.27,-0.2991,0.2735
2025-08-18,03:30,230.85,-11.52,-0.3239,0.2637
2025-08-18,03:45,234.07,-9.69,-0.3488,0.2528
2025-08-18,04:00,237.22,-7.78,-0.3736,0.2406
2025-08-18,04:15,240.32,-5.81,-0.3984,0.2270
2025-08-18,04:30,243.37,-3.77,-0.4229,0.2121
2025-08-18,04:45,246.37,-1.68,-0.4471,0.1956
2025-08-18,05:00,249.33,0.46,-0.4709,0.1776
2025-08-18,05:15,252.27,2.64,-0.4942,0.1580
2025-08-18,05:30,255.18,4.85,-0.5169,0.1367
2025-08-18,05:45,258.08,7.10,-0.5388,0.1137
2025-08-18,06:00,260.98,9.37,-0.5599,0.0889
2025-08-18,06:15,263.87,11.66,-0.5799,0.0622
2025-08-18,06:30,266.79,13.96,-0.5987,0.0336
2025-08-18,06:45,269.72,16.26,-0.6162,0.0030
2025-08-18,07:00,272.69,18.57,-0.6320,-0.0297
2025-08-18,07:15,275.71,20.87,-0.6459,-0.0646
2025-08-18,07:30,278.78,23.16,-0.6577,-0.1016
2025-08-18,07:45,281.93,25.43,-0.6670,-0.1409
2025-08-18,08:00,285.15,27.68,-0.6735,-0.1824
2025-08-18,08:15,288.47,29.89,-0.6767,-0.2261
2025-08-18,08:30,291.91,32.06,-0.6763,-0.2720
2025-08-18,08:45,295.47,34.17,-0.6718,-0.3200
2025-08-18,09:00,299.17,36.22,-0.6625,-0.3698
2025-08-18,09:15,303.03,38.20,-0.6479,-0.4213
2025-08-18,09:30,307.07,40.09,-0.6274,-0.4740
2025-08-18,09:45,311.29,41.88,-0.6004,-0.5273
2025-08-18,10:00,315.71,43.55,-0.5663,-0.5806
2025-08-18,10:15,320.34,45.10,-0.5246,-0.6329
2025-08-18,10:30,325.19,46.49,-0.4750,-0.6832
2025-08-18,10:45,330.25,47.73,-0.4173,-0.7300
2025-08-18,11:00,335.51,48.78,-0.3518,-0.7721
2025-08-18,11:15,340.95,49.64,-0.2790,-0.8077
2025-08-18,11:30,346.54,50.28,-0.2000,-0.8356
2025-08-18,11:45,352.25,50.71,-0.1163,-0.8543
2025-08-18,12:00,358.02,50.90,-0.0298,-0.8631
2025-08-18,12:15,3.82,50.87,0.0575,-0.8614
2025-08-18,12:30,9.58,50.60,0.1433,-0.8494
2025-08-18,12:45,15.26,50.10,0.2257,-0.8276
2025-08-18,13:00,20.80,49.39,0.3029,-0.7972
2025-08-18,13:15,26.19,48.46,0.3734,-0.7593
2025-08-18,13:30,31.38,47.35,0.4365,-0.7156
2025-08-18,13:45,36.37,46.07,0.4917,-0.6675
2025-08-18,14:00,41.15,44.62,0.5388,-0.6165
2025-08-18,14:15,45.72,43.03,0.5780,-0.5637
2025-08-18,14:30,50.07,41.32,0.6098,-0.5103
2025-08-18,14:45,54.24,39.50,0.6346,-0.4571
2025-08-18,15:00,58.21,37.58,0.6532,-0.4048
2025-08-18,15:15,62.02,35.58,0.6660,-0.3538
2025-08-18,15:30,65.68,33.50,0.6737,-0.3045
2025-08-18,15:45,69.20,31.37,0.6769,-0.2572
2025-08-18,16:00,72.59,29.19,0.6761,-0.2119
2025-08-18,16:15,75.88,26.97,0.6717,-0.1689
2025-08-18,16:30,79.08,24.72,0.6643,-0.1281
2025-08-18,16:45,82.20,22.44,0.6542,-0.0896
2025-08-18,17:00,85.25,20.14,0.6417,-0.0533
2025-08-18,17:15,88.25,17.84,0.6271,-0.0191
2025-08-18,17:30,91.21,15.53,0.6108,0.0129
2025-08-18,17:45,94.14,13.22,0.5929,0.0429
2025-08-18,18:00,97.05,10.93,0.5737,0.0709
2025-08-18,18:15,99.95,8.64,0.5533,0.0970
2025-08-18,18:30,102.84,6.38,0.5319,0.1212
2025-08-18,18:45,105.74,4.14,0.5097,0.1437
2025-08-18,19:00,108.66,1.94,0.4868,0.1644
2025-08-18,19:15,111.61,-0.23,0.4633,0.1835
2025-08-18,19:30,114.58,-2.35,0.4394,0.2010
2025-08-18,19:45,117.60,-4.43,0.4151,0.2170
2025-08-18,20:00,120.66,-6.44,0.3905,0.2315
2025-08-18,20:15,123.78,-8.40,0.3658,0.2446
2025-08-18,20:30,126.95,-10.28,0.3409,0.2564
2025-08-18,20:45,130.19,-12.08,0.3160,0.2670
2025-08-18,21:00,133.50,-13.80,0.2912,0.2763
2025-08-18,21:15,136.88,-15.43,0.2664,0.2845
2025-08-18,21:30,140.34,-16.96,0.2418,0.2917
2025-08-18,21:45,143.88,-18.38,0.2174,0.2979
2025-08-18,22:00,147.49,-19.68,0.1932,0.3031
2025-08-18,22:15,151.18,-20.85,0.1692,0.3076
2025-08-18,22:30,154.94,-21.90,0.1455,0.3112
2025-08-18,22:45,158.77,-22.81,0.1221,0.3142
2025-08-18,23:00,162.66,-23.57,0.0989,0.3166
2025-08-18,23:15,166.60,-24.18,0.0759,0.3184
2025-08-18,23:30,170.58,-24.64,0.0530,0.3196
2025-08-18,23:45,174.59,-24.94,0.0303,0.3204
2025-08-19,00:00,178.68,-25.40,0.0073,0.3185
2025-08-19,00:15,182.73,-25.37,-0.0152,0.3184
2025-08-19,00:30,186.77,-25.18,-0.0378,0.3179
2025-08-19,00:45,190.79,-24.83,-0.0604,0.3169
2025-08-19,01:00,194.78,-24.32,-0.0832,0.3155
2025-08-19,01:15,198.72,-23.65,-0.1062,0.3135
2025-08-19,01:30,202.60,-22.84,-0.1295,0.3110
2025-08-19,01:45,206.42,-21.88,-0.1529,0.3078
2025-08-19,02:00,210.17,-20.79,-0.1767,0.3039
2025-08-19,02:15,213.84,-19.56,-0.2007,0.2992
2025-08-19,02:30,217.44,-18.22,-0.2249,0.2937
2025-08-19,02:45,220.96,-16.76,-0.2493,0.2872
2025-08-19,03:00,224.40,-15.19,-0.2739,0.2797
2025-08-19,03:15,227.77,-13.53,-0.2987,0.2711
2025-08-19,03:30,231.06,-11.78,-0.3235,0.2614
2025-08-19,03:45,234.28,-9.94,-0.3483,0.2504
2025-08-19,04:00,237.44,-8.03,-0.3731,0.2382
2025-08-19,04:15,240.55,-6.05,-0.3977,0.2246
2025-08-19,04:30,243.60,-4.01,-0.4222,0.2096
2025-08-19,04:45,246.60,-1.92,-0.4463,0.1931
2025-08-19,05:00,249.57,0.23,-0.4701,0.1751
2025-08-19,05:15,252.51,2.41,-0.4933,0.1554
2025-08-19,05:30,255.43,4.63,-0.5159,0.1341
2025-08-19,05:45,258.33,6.88,-0.5378,0.1111
2025-08-19,06:00,261.23,9.15,-0.5587,0.0862
2025-08-19,06:15,264.13,11.44,-0.5786,0.0595
2025-08-19,06:30,267.04,13.74,-0.5973,0.0308
2025-08-19,06:45,269.98,16.05,-0.6146,0.0002
2025-08-19,07:00,272.96,18.35,-0.6303,-0.0326
2025-08-19,07:15,275.98,20.66,-0.6440,-0.0674
2025-08-19,07:30,279.05,22.94,-0.6556,-0.1045
2025-08-19,07:45,282.20,25.21,-0.6647,-0.1437
2025-08-19,08:00,285.43,27.45,-0.6710,-0.1852
2025-08-19,08:15,288.75,29.66,-0.6741,-0.2288
2025-08-19,08:30,292.19,31.82,-0.6735,-0.2747
2025-08-19,08:45,295.75,33.93,-0.6687,-0.3225
2025-08-19,09:00,299.45,35.98,-0.6592,-0.3722
2025-08-19,09:15,303.31,37.95,-0.6444,-0.4235
2025-08-19,09:30,307.34,39.83,-0.6237,-0.4759
2025-08-19,09:45,311.56,41.62,-0.5965,-0.5289
2025-08-19,10:00,315.98,43.28,-0.5623,-0.5819
2025-08-19,10:15,320.60,44.82,-0.5205,-0.6338
2025-08-19,10:30,325.44,46.21,-0.4709,-0.6836
2025-08-19,10:45,330.48,47.43,-0.4133,-0.7299
2025-08-19,11:00,335.72,48.48,-0.3480,-0.7714
2025-08-19,11:15,341.13,49.33,-0.2756,-0.8065
2025-08-19,11:30,346.70,49.97,-0.1971,-0.8339
2025-08-19,11:45,352.38,50.39,-0.1141,-0.8523
2025-08-19,12:00,358.12,50.58,-0.0282,-0.8608
2025-08-19,12:15,3.89,50.54,0.0583,-0.8590
2025-08-19,12:30,9.61,50.27,0.1435,-0.8470
2025-08-19,12:45,15.26,49.77,0.2251,-0.8253
2025-08-19,13:00,20.78,49.05,0.3016,-0.7951
2025-08-19,13:15,26.13,48.14,0.3717,-0.7576
2025-08-19,13:30,31.30,47.03,0.4343,-0.7142
2025-08-19,13:45,36.27,45.74,0.4891,-0.6665
2025-08-19,14:00,41.03,44.30,0.5360,-0.6158
2025-08-19,14:15,45.58,42.72,0.5751,-0.5635
2025-08-19,14:30,49.93,41.01,0.6068,-0.5104
2025-08-19,14:45,54.08,39.19,0.6316,-0.4575
2025-08-19,15:00,58.05,37.27,0.6502,-0.4054
2025-08-19,15:15,61.86,35.27,0.6631,-0.3547
2025-08-19,15:30,65.51,33.20,0.6708,-0.3056
2025-08-19,15:45,69.03,31.08,0.6741,-0.2584
2025-08-19,16:00,72.42,28.90,0.6734,-0.2134
2025-08-19,16:15,75.71,26.68,0.6692,-0.1705
2025-08-19,16:30,78.91,24.42,0.6619,-0.1298
2025-08-19,16:45,82.03,22.15,0.6518,-0.0913
2025-08-19,17:00,85.08,19.85,0.6394,-0.0550
2025-08-19,17:15,88.08,17.55,0.6250,-0.0209
2025-08-19,17:30,91.05,15.24,0.6088,0.0111
2025-08-19,17:45,93.98,12.93,0.5910,0.0411
2025-08-19,18:00,96.89,10.64,0.5718,0.0690
2025-08-19,18:15,99.78,8.35,0.5515,0.0951
2025-08-19,18:30,102.68,6.09,0.5302,0.1193
2025-08-19,18:45,105.59,3.85,0.5081,0.1418
2025-08-19,19:00,108.51,1.64,0.4853,0.1625
2025-08-19,19:15,111.46,-0.53,0.4618,0.1815
2025-08-19,19:30,114.44,-2.65,0.4379,0.1990
2025-08-19,19:45,117.46,-4.73,0.4137,0.2150
2025-08-19,20:00,120.53,-6.75,0.3892,0.2295
2025-08-19,20:15,123.65,-8.70,0.3645,0.2426
2025-08-19,20:30,126.83,-10.59,0.3397,0.2544
2025-08-19,20:45,130.08,-12.40,0.3148,0.2649
2025-08-19,21:00,133.40,-14.12,0.2900,0.2742
2025-08-19,21:15,136.79,-15.75,0.2653,0.2824
2025-08-19,21:30,140.26,-17.28,0.2408,0.2896
2025-08-19,21:45,143.80,-18.70,0.2164,0.2957
2025-08-19,22:00,147.43,-20.00,0.1923,0.3010
2025-08-19,22:15,151.13,-21.18,0.1684,0.3054
2025-08-19,22:30,154.90,-22.23,0.1447,0.3090
2025-08-19,22:45,158.75,-23.14,0.1213,0.3120
2025-08-19,23:00,162.65,-23.90,0.0982,0.3143
2025-08-19,23:15,166.61,-24.51,0.0753,0.3161
2025-08-19,23:30,170.61,-24.97,0.0525,0.3173
2025-08-19,23:45,174.63,-25.27,0.0299,0.3181
2025-08-20,00:00,178.74,-25.73,0.0070,0.3161
2025-08-20,00:15,182.81,-25.70,-0.0155,0.3160
2025-08-20,00:30,186.87,-25.51,-0.0380,0.3155
2025-08-20,00:45,190.90,-25.15,-0.0606,0.3146
2025-08-20,01:00,194.90,-24.63,-0.0833,0.3132
2025-08-20,01:15,198.85,-23.96,-0.1063,0.3112
2025-08-20,01:30,202.75,-23.14,-0.1294,0.3087
2025-08-20,01:45,206.58,-22.18,-0.1528,0.3055
2025-08-20,02:00,210.34,-21.08,-0.1765,0.3016
2025-08-20,02:15,214.03,-19.85,-0.2004,0.2969
2025-08-20,02:30,217.63,-18.50,-0.2246,0.2913
2025-08-20,02:45,221.16,-17.03,-0.2490,0.2848
2025-08-20,03:00,224.61,-15.46,-0.2736,0.2773
2025-08-20,03:15,227.98,-13.79,-0.2983,0.2687
2025-08-20,03:30,231.28,-12.03,-0.3230,0.2590
2025-08-20,03:45,234.51,-10.19,-0.3478,0.2480
2025-08-20,04:00,237.67,-8.28,-0.3725,0.2358
2025-08-20,04:15,240.78,-6.29,-0.3971,0.2221
2025-08-20,04:30,243.83,-4.25,-0.4215,0.2071
2025-08-20,04:45,246.84,-2.15,-0.4456,0.1906
2025-08-20,05:00,249.81,-0.01,-0.4692,0.1725
2025-08-20,05:15,252.75,2.18,-0.4924,0.1528
2025-08-20,05:30,255.67,4.40,-0.5149,0.1315
2025-08-20,05:45,258.58,6.65,-0.5367,0.1084
2025-08-20,06:00,261.48,8.93,-0.5575,0.0835
2025-08-20,06:15,264.39,11.22,-0.5773,0.0568
2025-08-20,06:30,267.30,13.52,-0.5959,0.0281
2025-08-20,06:45,270.25,15.83,-0.6130,-0.0026
2025-08-20,07:00,273.22,18.13,-0.6285,-0.0354
2025-08-20,07:15,276.25,20.44,-0.6421,-0.0703
2025-08-20,07:30,279.32,22.72,-0.6536,-0.1073
2025-08-20,07:45,282.47,24.99,-0.6625,-0.1465
2025-08-20,08:00,285.70,27.23,-0.6686,-0.1880
2025-08-20,08:15,289.03,29.43,-0.6714,-0.2316
2025-08-20,08:30,292.47,31.59,-0.6706,-0.2773
2025-08-20,08:45,296.03,33.70,-0.6655,-0.3251
2025-08-20,09:00,299.74,35.74,-0.6558,-0.3746
2025-08-20,09:15,303.59,37.70,-0.6408,-0.4257
2025-08-20,09:30,307.62,39.58,-0.6199,-0.4778
2025-08-20,09:45,311.84,41.35,-0.5926,-0.5306
2025-08-20,10:00,316.25,43.01,-0.5582,-0.5831
