Date,Time,Azimuth,Elevation
2025-04-02,16:45:00,257.53278535511436,16.149919531805065
2025-04-02,17:00:00,260.60835458894553,13.8951982718286
2025-04-02,17:15:00,263.6381608843257,11.62365351851705
2025-04-02,17:30:00,266.63264030420584,9.343972930080037
2025-04-02,17:45:00,269.60196871327537,7.06668320008695
2025-04-02,18:00:00,272.55607956970704,4.807451046812806
2025-04-02,18:15:00,275.5046894525869,2.597948084121552
2025-04-02,18:30:00,278.45732410264804,0.5230186754574715
2025-04-02,18:45:00,281.42334196079287,-2.222280991613072
2025-04-02,19:00:00,284.41195250391627,-4.469611954419248
2025-04-02,19:15:00,287.4322232164078,-6.6867757621805355
2025-04-02,19:30:00,290.49307246262885,-8.867192909777296
2025-04-02,19:45:00,293.6032453715686,-11.004033391504823
2025-04-02,20:00:00,296.77126588676845,-13.090171839340018
2025-04-02,20:15:00,300.00536151303066,-15.11814965311452
2025-04-02,20:30:00,303.3133574301414,-17.080147286125108
2025-04-02,20:45:00,306.70253317324546,-18.967968047975997
2025-04-02,21:00:00,310.17943988749664,-20.773038073181965
2025-04-02,21:15:00,313.749678393091,-22.486427502264117
2025-04-02,21:30:00,317.4176373912329,-24.0988961277882
2025-04-02,21:45:00,321.1861998339357,-25.600969175193086
2025-04-02,22:00:00,325.05643194987846,-26.98304803204479
2025-04-02,22:15:00,329.0272722675357,-28.235557506801165
2025-04-02,22:30:00,333.09524999746213,-29.3491308768623
2025-04-02,22:45:00,337.2542691159215,-30.314830131473315
2025-04-02,23:00:00,341.4954932501489,-31.124393017988407
2025-04-02,23:15:00,345.80736968576525,-31.770495290752326
2025-04-02,23:30:00,350.17582274959875,-32.2470115004769
2025-04-02,23:45:00,354.5846258471072,-32.54925353347598
2025-04-03,00:00:00,359.0159447809475,-32.67416628181371
2025-04-03,00:00:00,359.0159447809475,-32.67416628181371
2025-04-03,00:15:00,3.4510209460537453,-32.620461325136986
2025-04-03,00:30:00,7.8709360286420065,-32.388674500788966
2025-04-03,00:45:00,12.25739133205002,-31.981141465913815
2025-04-03,01:00:00,16.59343238058193,-31.401893626225803
2025-04-03,01:15:00,20.86405360943172,-30.656485610357993
2025-04-03,01:30:00,25.056642362887715,-29.751771685043472
2025-04-03,01:45:00,29.16124505087555,-28.695651309015755
2025-04-03,02:00:00,33.170656478619776,-27.496805289129767
2025-04-03,02:15:00,37.08035707133433,-26.164440786198707
2025-04-03,02:30:00,40.888333844516524,-24.708058739483842
2025-04-03,02:45:00,44.59482032034293,-23.137254020175064
2025-04-03,03:00:00,48.20199371638682,-21.461552628803307
2025-04-03,03:15:00,51.71366171587482,-19.69028597215198
2025-04-03,03:30:00,55.13495927674671,-17.832501452026783
2025-04-03,03:45:00,58.472072875693016,-15.89690502030068
2025-04-03,04:00:00,61.73200256740961,-13.891830179003842
2025-04-03,04:15:00,64.9223628828106,-11.825230083918477
2025-04-03,04:30:00,68.0512239945491,-9.704687510854349
2025-04-03,04:45:00,71.12699184894007,-7.537437780507752
2025-04-03,05:00:00,74.15832079763715,-5.330402981742257
2025-04-03,05:15:00,77.15405553195865,-3.090234072151527
2025-04-03,05:30:00,80.12319883061832,-0.20918451158306794
2025-04-03,05:45:00,83.07489819758382,1.7838245298668607
2025-04-03,06:00:00,86.018448424317,3.9620981612535346
2025-04-03,06:15:00,88.96330730656405,6.21348156265598
2025-04-03,06:30:00,91.91911837804383,8.49263685847338
2025-04-03,06:45:00,94.89573809503304,10.779906175327321
2025-04-03,07:00:00,97.90326468100426,13.0634436167385
2025-04-03,07:15:00,100.95206178662579,15.334115798298425
